name,jurisdiction,jurisdictionType,entityType,status,statusDescription,birthyear,birthmonth,birthday,deathyear,deathmonth,deathday,zipcode
UR PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,08,08,1995,09,27,10001
STANGLO CORPORATION,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,08,11,1995,09,27,10017
GLOBAL GAS TRANSPORT INC.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,08,18,1995,09,27,10023
RELIANCE GAS TRANSPORT CORPORATION,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,08,18,1995,09,27,10023
A.B.C. KAPLAN CORPORATION,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,08,21,1995,09,27,10022
SABOTA CORP. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1980,08,22,2008,10,23,10022
PEGGIAN CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1980,08,26,NONE,NONE,NONE,10022
752 END RUN REALTY CORP. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1980,08,26,2008,10,21,10022
POONGLIM INDUSTRIAL CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,09,12,1995,09,27,10168
GEBR. ZAFFORA B.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,09,15,1995,09,27,10017
J.B. MOORE AIR FREIGHT INC.,VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,09,18,1995,09,27,11430
CAMALIA PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,09,25,2004,09,29,10017
FICHBURG CORP. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1980,10,02,NONE,NONE,NONE,10011
BEEKMAN FIRST PROPERTY CORP.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1980,10,06,NONE,NONE,NONE,10020
THE RESEARCH INSTITUTE FOR KOREA INDUSTRY AND ECONOMY INC.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,10,08,1995,09,27,10017
KASEY REALTY CORP. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1980,10,08,NONE,NONE,NONE,10022
AKRUT N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,10,09,2012,01,25,10001
FLEET SHIPPING LINES INC.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,10,10,2009,10,28,10174
HARIM TRADING CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1980,10,23,1985,06,14,10016
OMPHALE INC.,FRANCE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,12,15,1995,09,27,10019
RAPHAEL MADISON PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1980,10,27,1985,10,03,10005
HELLMUTH BUILDING CO. LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1980,10,28,NONE,NONE,NONE,10011
BAHAMA CRUISE LINE INC.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1980,10,28,NONE,NONE,NONE,10022
CANADIAN ODYSSEYS INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,10,29,1995,09,27,10003
KWEI YANG TRADERS LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1980,10,31,1990,10,29,10018
SAMHO CONSTRUCTION INTERNATIONAL CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,11,03,1995,09,27,10017
PACIFIC REALTY CORP.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1980,11,07,NONE,NONE,NONE,10006
SVERIGES RIKSRADIO AKTIEBOLAG,SWEDEN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,11,07,1995,09,27,10022
YOU ONE CONSTRUCTION CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,11,13,1995,09,27,10005
KOHAP LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1980,11,14,2003,02,24,10123
MARPEP PUBLISHING LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,11,17,1995,09,27,10022
KHAYAM ORIENTAL CARPETS INC. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,11,19,2002,06,26,10017
THE INDIAN HOTELS COMPANY LIMITED,INDIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1980,11,20,2001,02,13,10017
GURENA AG LTD.,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,11,25,1995,09,27,10169
R.S.I. ESTABLISHMENT INC.,LIECHTENSTEIN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1980,12,01,NONE,NONE,NONE,10026
LATOPLAST CORPORATION B.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,12,22,1995,09,27,10017
COMPETROL (BVI) LIMITED,VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,12,23,1995,09,27,10019
CHUNG HAN TRADING CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,12,23,1995,09,27,10017
FOUR SEASONS HOTELS LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1980,12,23,NONE,NONE,NONE,10011
LONDON AND LEEDS (USA) N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,12,26,1995,09,27,10017
INTER ENTERPRISES ESTABLISHMENT,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,12,31,1988,04,13,10017
SEATEC INTERNATIONAL LTD.,BERMUDA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1980,12,31,2009,04,29,10017
BAYMER HOLDINGS INC. N.V.,NETHERLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,01,06,1998,09,23,10019
CONRIN INTERNATIONAL INC. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,01,06,1998,09,23,10019
SNH REAL ESTATE LTD.,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,MERGED OUT,1981,01,08,1996,05,31,10176
PARKLEX - MADISON AG,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,01,12,NONE,NONE,NONE,10018
RECE INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,01,15,1995,09,27,10004
DONG-IL TEXTILE CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,01,26,1990,12,05,10001
REBACO REALTY HOLDING COMPANY N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,02,10,NONE,NONE,NONE,10036
ELLABINA N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,02,18,1988,04,29,10018
CLAVIL PROPERTIES CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,02,26,2012,01,25,10017
ZEBRADA PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,03,05,NONE,NONE,NONE,10111
KEMEKOD INC.,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,03,05,1995,09,27,10270
ARTEX SYSTEMS INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,03,10,NONE,NONE,NONE,10016
AYERSLEE CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,03,11,1988,09,09,10022
CHELSEA TOWN REALTY INC.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,03,19,1995,09,27,10011
WILDER CONSTRUCTION CORP. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,12,09,1985,05,15,10021
KYUNG HAN TRADING CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,03,30,1995,09,27,10103
MARBATO PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,03,31,1988,12,30,10022
RICHCO GRAIN LTD.,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,1981,04,07,1995,05,03,10017
RICHCO SUGAR LTD.,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,04,07,1995,09,27,10017
ROUGE BAY N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,04,10,1984,03,09,10007
JOERIM INDUSTRIAL CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,04,13,1995,09,27,10001
SHOWFREIGHT PTY. LIMITED,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,04,21,1995,09,27,10023
GOWER MEDICAL PUBLISHING LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,04,24,1995,09,27,10003
BRAMALEA INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,04,24,NONE,NONE,NONE,10011
NAGARD-S.R.L.,ITALY,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,05,07,2001,06,27,10152
NESSUS CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,05,19,1995,09,27,10022
SISSON REALTY N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,05,21,2002,06,26,10270
BON MAGIQUE LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,12,10,1995,09,27,10018
CHINA NATIONAL METALS AND MINERALS IMPORT AND EXPORT CORPORATION INC.,CHINA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,05,22,1982,05,04,10270
CASA DE CAMBIO ALEGRIA C. POR A,DOMINICAN REPUBLIC,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,05,28,1995,09,27,10031
TARG LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,05,28,1995,09,27,10019
GOLDEN CORN INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,06,01,NONE,NONE,NONE,10022
ATREIN CONSULTING CORP. LTD.,BERMUDA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,06,03,1995,09,27,10019
TAEJON LEATHER INDUSTRIAL CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,06,04,1995,09,27,10006
SAMUEL STILLMAN ASSOCIATES LIMITED,VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,06,08,1995,09,27,10169
DORE VENTURES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,06,15,NONE,NONE,NONE,10020
ROLAND SHIPPING COMPANY LIMITED,"BAHAMAS, THE",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,06,18,1995,09,27,10016
PALMITA CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,07,16,NONE,NONE,NONE,11219
HORTON BROOK LIMITED,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,1981,06,29,1993,08,26,10036
STURDY DEVELOPMENT CO. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,06,30,2004,03,31,10017
TOTTORI F-ONE LTD.,JAPAN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,07,03,2002,06,26,10177
CHARLES FULTON (CANADA) LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,07,15,1995,09,27,10038
CALLUND AND COMPANY LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,07,15,NONE,NONE,NONE,10022
REMESAS POPULAR S. A.,DOMINICAN REPUBLIC,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,07,16,NONE,NONE,NONE,10011
BOYNAR PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,07,20,2004,09,29,10019
CHATFONT PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,07,21,2004,09,29,10011
MAGNUM AUTOMATED SERVICE STATIONS N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,07,23,NONE,NONE,NONE,10011
JUN LTD.,JAPAN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,07,24,1987,12,22,10022
SOLAR EXPORT LTD.,BERMUDA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,07,30,1984,11,28,10004
PIPER PETROLEUMS LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,08,05,2004,12,29,10022
USWISS MANAGEMENT INC. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,08,10,NONE,NONE,NONE,10019
KASTUBI CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,08,12,NONE,NONE,NONE,10017
PAULVILLE INVESTORS CORP. S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,08,18,1984,01,23,10028
OMACO INTERNATIONAL CORP. INC.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,08,20,NONE,NONE,NONE,10005
AZORES MARITIME CO. S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,09,09,2002,12,24,10007
SHIBUYA ENTERPRISES CO. LTD.,JAPAN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,09,14,1995,09,27,10048
WISNU CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,09,15,NONE,NONE,NONE,10005
PIEMME OF AMERICAS LIMITED,VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,09,15,1995,09,27,10022
LEXTAJ CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,09,15,2004,06,30,10017
DONERAIL CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,09,21,NONE,NONE,NONE,10178
CARMANIA CORP. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,09,21,NONE,NONE,NONE,10036
ZEELANDIA REAL ESTATE DEVELOPMENT CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,09,21,NONE,NONE,NONE,10016
REUTERS TELEVISION INTERNATIONAL LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,09,21,2001,12,26,10019
KENSICO PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,1981,09,22,1988,03,04,10019
UNOTRA CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,09,30,NONE,NONE,NONE,10016
INDAGO FINANZ AG,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,10,05,1995,09,27,10019
RICHCO CAPITAL LTD.,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,10,13,1989,02,09,10174
GENERAL ALLIED CORP.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,10,20,1995,09,27,10270
EDUCATIONAL CORPORATION KOKUSHIKAN,JAPAN,world,FOREIGN NOT-FOR-PROFIT CORPORATION,ACTIVE,NONE,1981,12,17,NONE,NONE,NONE,10022
SUTOM COMMERCIAL LTD. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,11,04,NONE,NONE,NONE,10017
SEAHORSE PTY. LTD.,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,11,06,NONE,NONE,NONE,10171
ELJAY REAL ESTATE CORP. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,11,06,NONE,NONE,NONE,10022
SHINE LINE JEWELRY LTD.,ISRAEL,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,11,16,1985,12,06,10017
PROEL PROCESSOS ELECTRONICOS LTDA.,BRAZIL,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,11,17,1984,10,25,10017
FIONA PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1981,11,20,2004,09,29,10022
KELP PROPERTIES N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1981,11,20,1985,03,13,10022
KLONARIDIS INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,11,24,NONE,NONE,NONE,10011
RENAULT FINANCE S.A.,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1981,12,30,NONE,NONE,NONE,10004
BAUGESELLSCHAFT SPARRENBERG RUDOLF A. OETKER,GERMANY,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,1982,12,17,NONE,NONE,NONE,10007
ALLANSON MANUFACTURING COMPANY LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,1982,12,17,1993,03,26,10017
CHEST SHINE ENTERPRISES CO. LTD.,TAIWAN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,12,28,2004,12,29,10002
NIPPON KAIJI KYOKAI CORPORATION,JAPAN,world,FOREIGN NOT-FOR-PROFIT CORPORATION,ACTIVE,NONE,1982,01,05,NONE,NONE,NONE,10022
OSTINGFIELD CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1982,01,13,1989,03,01,10043
FENSMARK COMPANY N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1982,01,20,NONE,NONE,NONE,10011
WON JEUNG IND. CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,01,21,1995,09,27,10010
OMABUILD N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,1982,01,21,1990,07,26,10023
ANSOR INTERNATIONAL LIMITED.,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,02,08,1995,09,27,10019
AMHERST HOSIERY CORPORATION,CHINA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,02,16,2002,03,27,10016
VLI COMPUTER PRODUCTS (AMERICA) INC.,CHINA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1982,02,17,NONE,NONE,NONE,10011
ONE HERALD SQUARE N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,02,17,2002,06,26,10019
JOHNSVILLE INVESTORS CORP S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1982,02,23,1990,07,23,10028
DINAGAT CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,1982,03,01,1990,02,13,10017
MICHAEL JARVIS & PARTNERS LTD.,GABON,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,03,02,2002,09,25,10020
AERONAVES DE PUERTO RICO INC.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,03,03,1995,09,27,10454
AMALDEN CORPORATION N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1982,03,05,NONE,NONE,NONE,10017
ODEBRA N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,03,16,1997,09,24,10020
M.J.S. DEVELOPMENT CORP. N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,1982,03,18,NONE,NONE,NONE,10022
UNITED TIRE & RUBBER CO. LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,03,23,2004,06,30,10011
MIDDLE EAST ECONOMIC DIGEST LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,1982,03,30,2002,09,25,10011
